0 0.56538105 0.13519339 0.055149775 -0.54885584 1.3066614
1 0.8151052 0.35897994 0.74440414 -0.187415 1.9642277
2 0.84035826 0.77039111 1.0024339 0.49023262 1.5686249
3 0.68481106 0.98200834 1.0070773 1.2922574 0.80360842
4 0.33816898 1.1619657 0.26844135 1.5922501 0.02411209
5 -0.39003628 1.066933 -0.64561689 1.0970776 -0.69147259
6 -0.89474118 0.79749852 -1.4888368 0.36941248 -0.84992808
7 -1.6265918 0.1843541 -1.6878588 -1.0187342 -0.91773379
8 -1.6307582 -0.59378105 -0.85220343 -1.7297578 -0.30632573
9 -1.1075633 -0.99531239 0.35834974 -1.8941212 0.32125252
10 -0.60136521 -1.8984591 1.5333838 -1.5322285 0.26216358
11 0.38499355 -1.8707478 1.7526104 -0.25107232 -0.45343757
12 0.91949415 -1.3704855 1.2530572 0.95433116 -1.518338
13 1.7320678 -1.0698193 0.20986363 1.6635243 -1.5044706
14 1.8052236 -0.083803274 -0.9389329 1.2645682 -0.44475597
15 1.4863143 0.60680407 -1.5600215 0.36430135 0.88149112
16 1.4473828 1.7420851 -1.4281763 -0.47881076 1.5834796
17 0.7266776 2.2818506 -0.26485077 -0.76741385 1.0680863
18 0.32950437 2.4117463 1.0269614 -0.36862829 -0.021770645
19 -0.66774201 2.551363 1.8092318 0.38937673 -0.39705288
20 -1.5587585 1.4845324 1.2861863 1.0695468 -0.2657156
21 -2.092643 0.68894535 0.032666396 1.4047666 0.10042979
22 -2.655751 -0.46120632 -1.1914434 1.3227102 0.070400827
23 -2.0564959 -1.5068868 -1.751174 0.18965754 -0.27865958
24 -1.2395885 -1.8135571 -1.3459215 -0.84897101 -0.3130379
25 0.17393161 -2.2226589 -0.48424745 -1.5849189 -0.067163236
26 1.0969052 -2.0601993 0.56629932 -1.8348294 0.0042348006
27 1.2610739 -1.6366661 1.0332017 -1.2939886 -0.29605636
28 1.5753654 -0.62216294 0.96029496 -0.54528433 -1.1730444
29 1.2580689 0.023424994 0.47984186 0.26446339 -1.0829775
30 1.3034723 0.44174278 0.15048896 0.90975177 0.16005464
31 1.1979185 1.3937986 0.19611153 1.3986063 1.8111567
32 1.2608473 1.7247659 0.36268616 1.5211688 2.9829831
33 1.1471587 2.1588185 0.25375876 1.4060104 2.4075396
34 -0.026971286 2.3635137 -0.29121053 1.227679 0.68844986
35 -1.2015334 2.0438697 -1.0222253 0.51730293 -1.2003506
36 -2.4313953 1.3519044 -1.3900323 -0.51242799 -2.0152545
37 -3.3886895 -0.1941998 -1.4045324 -1.7399845 -1.9489154
38 -3.0650246 -1.5531962 -0.38476846 -2.2079093 -0.74760479
39 -1.9738806 -2.7413211 0.9492209 -1.7479665 0.31379175
40 -0.38401821 -3.8040898 1.9802468 -1.0886041 0.93332505
41 1.1743262 -3.5663908 1.8552619 0.16913405 0.35893905
42 2.2848601 -2.7050669 0.5729509 0.93411219 -0.91778469
43 3.4120016 -1.1962045 -0.59515816 1.6244071 -1.4393014
44 3.5301685 0.59296966 -1.4370214 1.2003485 -1.3380394
45 3.0657189 1.960794 -1.1674567 0.030030442 -0.027310813
46 1.9442635 3.4196312 -0.79966187 -0.8417083 1.8393452
47 0.24993999 3.826597 0.11165695 -1.2062801 2.2999599
48 -1.2330954 3.5163512 0.93832153 -0.3621029 1.2956102
49 -2.6805398 2.7368145 1.6503371 0.70326906 -0.18534918
50 -3.359369 1.2038968 1.4012289 1.6083173 -1.4973893
51 -3.5660865 -0.49426892 0.031135254 1.434297 -1.3742604
52 -3.5079625 -2.5621982 -1.6176547 0.60027057 -0.8539061
53 -2.178638 -3.5040495 -2.3860285 -0.37071359 0.60961521
54 -0.49505535 -3.8307416 -1.5790424 -1.472964 1.1624842
55 1.4802514 -3.9857562 -0.22461794 -2.6606691 0.27835077
56 2.8919387 -2.4299252 1.1367818 -2.302376 -0.90612161
57 3.265156 -1.0860088 1.51644 -1.1863559 -1.8374007
58 3.5064456 0.35470739 1.6438873 0.21353427 -1.6565524
59 2.6391861 1.8603799 1.0816655 1.6415224 0.30511406
60 1.8946137 2.5734086 0.45670804 2.0074418 2.5702302
61 1.053826 3.6200728 -0.28511944 2.3336887 3.6234922
62 -0.15748432 3.6587853 -0.8132081 1.9278551 2.430311
63 -1.4974492 3.1048298 -1.1008415 0.97249341 -0.27593184
64 -2.8951788 2.6080103 -1.1011539 0.16542579 -1.5727239
65 -4.1522055 0.60392934 -1.2627813 -1.5458399 -2.5778162
66 -4.126389 -1.4933107 -0.63500041 -2.2674947 -1.1687144
67 -3.0961583 -2.8247671 0.43814525 -1.5176588 0.38815144
68 -1.270265 -4.5521674 1.7604512 -1.2056164 1.0032139
69 1.3125273 -4.4490099 2.2318709 0.19005792 0.52415705
70 2.7370746 -3.46892 0.95331705 0.80554026 -0.98541254
71 4.2802067 -2.0121818 -0.31530923 1.5747384 -1.5711083
72 4.2958398 0.46377692 -1.8095852 1.2367742 -1.6552701
73 3.5970669 2.0126419 -1.5462447 -0.091363221 -0.82499367
74 2.5100141 3.9694548 -1.2266997 -1.0078869 0.92388362
75 0.43505687 4.5859656 0.22167496 -1.5726026 1.9457591
76 -1.1956574 4.0671082 1.2035145 -0.67028946 1.3654348
77 -3.178854 3.3493814 2.0126154 0.4220027 0.75836092
78 -4.2102776 1.3405771 1.5962453 1.7560892 -0.94414616
79 -4.370738 -0.45045441 -0.022879597 1.6402622 -1.4684926
80 -3.9546854 -2.6495347 -1.3836147 1.5201415 -1.1020861
81 -2.4720035 -4.1379452 -2.6294847 -0.15778017 0.033274736
82 -0.98454392 -4.5838547 -1.9291332 -1.7885113 1.0767269
83 1.2946106 -4.4883838 -1.2087789 -3.0626662 0.68970418
84 3.1991599 -3.0119755 0.90061992 -2.9602211 -0.12387977
85 4.3304048 -1.4691367 2.233134 -0.90180445 -0.37340674
86 4.9757476 0.62700438 3.156188 0.56005269 -0.67055279
87 4.1814284 2.5735664 2.3662136 2.7611823 0.75179189
88 2.8404341 3.8214157 0.19149083 3.1201406 2.1715064
89 0.49041089 4.6454959 -1.6599314 2.946933 1.9633356
90 -2.1403859 4.3770676 -3.3077171 1.0852724 0.73268443
91 -3.7527373 3.4633636 -2.5162923 -0.92464876 -0.90321898
92 -4.9512277 1.6438794 -1.5004773 -2.4219489 -1.5975224
93 -4.8430085 -1.1052371 0.94594276 -3.127213 -1.0020968
94 -3.6921487 -3.2947197 2.3580742 -1.7661922 0.10617315
95 -2.1523244 -4.9792023 2.826786 -0.58716071 0.61460096
96 0.51389599 -5.5789537 1.9131752 1.4775501 0.16817881
97 2.7393472 -4.6377549 -0.15885344 1.8954917 -1.4533633
98 4.6370201 -2.9922309 -1.3791399 2.0899324 -1.3850366
99 5.5675611 -0.17131056 -2.5754266 0.5641647 -1.1453676
100 4.9916005 2.2104049 -1.7685589 -1.3377433 -0.33638149
101 3.6978984 4.4185176 -1.0346324 -2.0058525 0.91389668
102 0.95965058 5.5502329 0.96031731 -2.196872 1.2121419
103 -1.4459118 5.2543049 2.1746511 -0.4642815 0.51045901
104 -3.8518362 4.2122259 2.4682894 0.63635212 -0.21873111
105 -5.4703603 1.5991328 1.5059046 2.2657156 -1.1563116
106 -5.4089117 -0.49554136 -0.53664893 2.559998 -0.68034768
107 -4.7537227 -3.1456797 -1.6773913 1.9123011 0.0034982294
108 -2.6678426 -5.0467215 -2.8366015 -0.18269213 1.0278118
109 -0.41299576 -4.9163761 -1.9724908 -1.8333087 1.5625788
110 2.3128867 -4.6696267 -0.98926818 -2.6902049 0.50956887
111 4.4892783 -2.8869703 1.2600249 -2.5836782 -0.73149711
112 5.0867324 -0.7746343 2.4908988 -0.59948075 -1.0567857
113 5.3921466 1.5720745 2.7966006 0.61867774 -0.64193302
114 3.9311397 3.532388 1.6943029 2.5223927 1.0774779
115 1.7607557 4.2196712 -0.50862521 2.5634644 2.0358357
116 -1.0907452 4.8336449 -1.9466126 1.9672594 1.1201119
117 -3.3268449 4.3059306 -2.8552871 0.56780571 0.1029743
118 -4.1941648 2.6187305 -1.6586218 -1.1678939 -1.1495385
119 -5.3369279 0.040260106 -0.56202114 -2.31761 -1.0046563
120 -4.8775587 -2.3692517 1.1407698 -2.5878384 -0.3786343
121 -3.361249 -4.1532559 1.7501289 -1.4663218 0.03233226
122 -1.1400386 -5.7738814 1.838235 -0.3207123 0.1080909
123 1.3540179 -5.7811708 1.0433511 1.0884868 -0.62934732
124 3.5477037 -4.2873297 -0.14376515 1.3135785 -1.1054912
125 5.3144341 -2.1403227 -1.2059494 1.0332404 -0.72653753
126 5.6483226 0.46706215 -1.9302866 -0.18477395 -0.44523659
127 4.8571253 3.0096741 -1.1360964 -0.79096454 0.38594297
128 3.0709755 5.1172366 -0.049547207 -1.0516611 1.5443902
129 0.57794869 5.8240333 1.4677026 -0.8760255 1.4855739
130 -2.1058683 5.3204875 1.6017106 0.1262479 0.43065727
131 -4.5969415 3.7646377 1.280254 1.1885126 -0.57587928
132 -5.7212582 1.4583602 0.25883004 2.2781413 -1.1002532
133 -5.3928452 -1.1321201 -0.58407503 1.8252473 -0.29589421
134 -4.4358792 -3.9785414 -1.5458288 0.43107229 0.37706447
135 -2.4018359 -5.1933436 -2.0960786 -1.1496049 1.1483327
136 0.24197276 -5.1636038 -1.4108764 -1.7432919 0.41019532
137 3.0161846 -4.7384644 -0.061198063 -2.2468376 -1.0319297
138 4.9428411 -2.7118011 1.7868047 -1.4009557 -1.3425344
139 5.6642036 -0.29119265 2.2118409 -0.22950177 -0.55429333
140 5.7654467 2.2024801 2.037344 1.2062988 0.54670888
141 4.0080214 4.1516042 0.54120404 2.5247831 1.4247071
142 1.3369538 5.0766697 -0.71531016 2.237402 1.0559404
143 -1.6906117 5.7941165 -2.0494447 1.3807184 -0.097113527
144 -4.1836271 4.6283336 -2.4526231 -0.5402711 -1.0519701
145 -6.1605883 1.8046467 -2.0039721 -2.2674189 -1.8798077
146 -6.5044146 -0.52287298 -0.11265039 -2.3088193 -0.4149394
147 -4.7403078 -3.0210309 2.1683602 -1.3268783 0.8503139
148 -2.3470831 -5.8543658 3.0915525 -0.77060348 1.7847215
149 0.49578682 -6.1354995 2.3775001 1.3942902 1.3838285
