251990630	-5.1016135
251990670	0.34373474
251990712	0.30075836
251990750	0.46083355
251990791	0.47566605
251990830	0.05516815
251990871	-0.17656422
251990910	-0.3539915
251990950	-0.3550911
251990990	-0.094358444
251991031	0.15638924
251991070	0.25724792
251991111	0.20813084
251991150	0.034802437
251991191	0.010011673
251991231	-0.015343666
251991271	-0.06485462
251991310	0.034124374
251991351	0.13749027
251991390	0.16104317
251991430	0.1988182
251991511	0.13907623
251991550	0.06583786
251991591	0.016114235
251991630	0.041963577
251991670	0.14430714
251991710	0.25554276
251991751	0.50763226
251991790	0.56631565
251991831	0.36675644
251991870	0.19936562
251991911	-0.22383785
251991950	-0.47646332
251991991	-0.33168316
251992030	-0.19864655
251992071	0.12162113
251992110	0.4836464
251992151	0.56939125
251992190	0.6238861
251992231	0.29746342
251992270	0.053709984
251992311	-0.06184578
251992351	-0.2836008
251992390	-0.2092905
251992430	-0.17063141
251992471	0.010341644
251992511	0.30580425
251992551	0.41402054
251992590	0.5303955
251992631	0.42193985
251992671	0.232831
251992711	0.25056362
251992750	0.05234623
251992791	-0.19113731
251992830	-0.23566341
251992872	-0.21992874
251992910	0.0802784
251992951	0.2738886
251992990	0.49787807
251993031	0.61321926
251993070	0.45122623
251993111	0.32104778
251993150	0.12849522
251993191	-0.16246319
251993230	-0.31360912
251993271	-0.18260479
251993310	-0.119633675
251993351	0.15801907
251993390	0.3752861
251993430	0.33312035
251993470	0.330925
251993511	0.14039135
251993550	0.066786766
251993591	-0.0042381287
251993630	-0.0661211
251993671	0.09389019
251993710	0.09396553
251993751	0.067952156
251993790	0.140131
251993831	0.22381878
251993870	0.24687386
251993911	0.18597984
251993950	0.13669872
251993990	0.064193726
251994070	0.04116249
251994114	0.0878458
251994280	0.04116249
251994320	0.064193726
251994410	0.08747101
251994491	0.11313343
251994630	0.04068184
251994671	-0.05854416
251994710	-0.027990341
251994751	0.20482445
251994790	0.42365456
251994831	0.622036
251994870	0.6358404
251994910	0.41269588
251994950	0.052384377
251994991	-0.2742653
251995030	-0.36397648
251995070	-0.29207897
251995110	-0.088974
251995151	0.039391518
251995190	0.15053177
251995231	0.26249123
251995270	0.21402931
251995311	0.14151955
251995350	0.085707664
251995391	0.11073971
251995430	0.18520927
251995471	0.1969738
251995510	0.24618149
251995551	0.3069973
251995590	0.20923424
251995630	0.111104965
251995670	0.07470322
251995750	0.13576508
251995791	0.10103607
251995830	0.0626421
251995871	0.16599274
251995910	0.33656788
251995952	0.31349754
251996000	0.28746128
251996040	0.2644987
251996080	0.09335613
251996120	0.09200668
251996170	0.06475735
251996211	0.053135872
251996250	0.103507996
251996291	0.18728828
251996331	0.2598648
251996371	0.15110016
251996410	0.10201931
251996450	0.15266514
251996490	0.15668774
251996531	0.21753693
251996610	0.16848564
251996650	0.14494991
251996691	0.08192825
251996730	0.058638573
251996771	0.12479687
251996850	0.12688828
251996890	0.1502428
251996931	0.11769676
251996970	0.33560848
251997011	0.39328098
