12983691	-1.5200586
12983730	-1.4520016
12983771	-1.4498711
12983810	-1.4520016
12983850	-1.5200586
12983890	-1.5745039
12983930	-1.6289492
12983970	-1.6833944
12984011	-1.6289492
12984050	-1.5745039
12984091	-1.5763073
12984131	-1.5218506
12984171	-1.523283
12984251	-1.4552002
12984291	-1.523283
12984331	-1.5218506
12984370	-1.5763073
12984410	-1.630765
12984490	-1.6866837
12984530	-1.6852217
12984610	-1.6289492
12984651	-1.5745039
12984691	-1.5218506
12984730	-1.4537783
12984770	-1.5218506
12984891	-1.5763073
12984930	-1.523283
12985050	-1.4552002
12985091	-1.5218506
12985130	-1.5745039
12985211	-1.6267719
12985250	-1.5745039
12985290	-0.622242
12985331	-0.66906166
12985371	-0.67101
12985450	-0.6462698
12985570	-0.6932125
12985611	-0.6951666
12985650	-0.6478901
12985690	-0.5989218
12985730	-0.53762627
12985771	-0.5989218
12985810	-0.6462698
12985911	-0.6951666
12985950	-0.6443262
12985990	-0.597311
12986070	-0.53602505
12986150	-0.53410435
12986270	-0.597311
12986310	-0.6478901
12986430	-0.5989218
12986470	-0.597311
12986590	-0.59537697
12986631	-0.53410435
12986671	-0.5318632
12986711	-0.59537697
12986750	-0.597311
12986790	-0.5989218
12986830	-0.6002121
12986870	-0.5989218
12986911	-0.6478901
12986950	-0.6951666
12986990	-0.7439995
12987070	-0.6951666
12987111	-0.69679546
12987150	-0.6462698
12987190	-0.5989218
12987230	-0.6462698
12987270	-0.59537697
12987310	-0.6462698
12987350	-0.6932125
12987391	-0.6462698
12987430	-0.67101
12987471	-0.622242
12987551	-0.67101
12987590	-0.6462698
12987630	-0.6951666
12987670	-0.6478901
12987711	-0.6013708
12987751	-0.74763393
12987791	-0.796751
12987830	-0.82190704
12987872	-0.6002121
12987911	-0.2447586
12989931	-0.10234642
12989970	-0.34163475
12990011	-0.7516899
12990050	-1.0216837
12990091	-1.1930103
12990130	-1.2800303
12990171	-1.2613611
12990210	-1.0699749
12990251	-0.69027233
12990290	-0.28555012
12990331	-0.040319443
12990370	0.050811768
12990411	-0.15595436
12990450	-0.510087
12990491	-0.89655876
12990530	-1.1844425
12990571	-1.2733421
12990610	-1.2093191
12990651	-1.0397902
12990690	-0.852725
12990734	-0.7124901
12990774	-0.48996353
12990814	-0.47618484
12990854	-0.5107651
12990896	-0.5634403
12990934	-0.7502661
12990974	-0.68095684
12991014	-0.70187855
12991057	-0.68206406
12991090	-0.6105652
12991131	-0.6803465
12991291	-0.6105652
12991330	-0.6608124
12991371	-0.7054548
12991417	-0.7557373
12991500	-0.7297945
12991541	-0.794034
12991580	-0.7826481
12991621	-0.9267063
12991660	-0.89728737
12991701	-0.95445156
12991754	-0.9820938
12991791	-0.8985157
12991834	-0.9124279
12991881	-1.0361195
12991930	-1.1164303
12991971	-0.97391987
12992010	-0.9686289
12992051	-0.76944923
12992090	-0.72211266
12992131	-0.76050377
12992170	-0.6543236
12992211	-0.58924675
12992250	-0.5409889
12992291	-0.5605507
12992330	-0.7009001
12992371	-0.74965096
12992410	-0.6280613
12992451	-0.6371412
12992490	-0.5686903
12992531	-0.7428236
12992570	-0.7704754
12992611	-0.99482155
12992650	-0.8827238
12992691	-0.18974876
12992730	-0.35705376
12992771	-0.28445816
12992810	-0.75078773
12992851	-0.89731884
12992890	-0.9903078
12992931	-0.9886341
12992970	-0.6684122
12993010	-0.6331663
12993050	-0.5014601
12993091	-0.17540741
12993130	-0.045230865
12993171	0.1313982
12993210	-0.08082485
12993251	-0.5052986
12993290	-0.85091114
12993331	-1.274374
12993370	-1.4091234
12993411	-1.3740263
12993450	-1.3757868
12993491	-1.2332935
12993530	-0.9544611
12993571	-0.7561159
12993610	-0.4572363
12993651	-0.09249687
12993690	-0.028597832
12993731	-0.17162323
12993770	-0.41193676
12993811	-0.68868446
12993850	-0.9774914
12993891	-1.184453
12993930	-1.3613319
12993971	-1.5874166
12994010	-1.5798359
12994051	-0.8490057
12994090	-0.19847202
12994130	0.47564793
12994170	0.71957016
12994211	-0.01776886
12994250	-0.43717766
12994291	-1.0225716
12994330	-1.5303078
12994371	-1.7571287
12994410	-1.8831425
12994451	-1.7019024
12994491	-1.2356739
12994531	-0.6185169
12994570	-0.14497375
12994621	0.36516953
12994663	0.15413666
12994704	-0.4307642
12994749	-0.6954622
12994791	-0.9190531
12994830	-1.1600246
12994871	-1.2733421
12994910	-1.4499922
12994951	-1.48697
12994990	-1.0463095
12995031	-0.54240036
12995070	-0.024954796
12995110	0.2456274
12995150	0.11021614
12995191	-0.22712898
12995230	-0.5495825
12995271	-0.9682617
12995310	-1.3071928
12995351	-1.4619884
12995390	-1.5139837
12995431	-1.2732983
12995470	-1.0037107
12995511	-0.7402754
12995550	-0.3715229
12995591	-0.11140156
12995630	-0.010011673
12995671	-0.095246315
12995710	-0.3103075
12995751	-0.5932026
12995790	-0.9196577
12995831	-1.3165398
12995870	-1.5125179
12995911	-1.5056658
12995950	-1.3300877
12995991	-0.8793249
12996030	-0.44867802
12996071	-0.17352009
12996110	-0.16515636
12996151	-0.46140385
12996190	-0.67993927
12996231	-0.82868195
12996270	-0.9000473
12996311	-0.80300236
12996350	-0.72734165
12996391	-0.7409401
12996430	-0.66594505
12996470	-0.7120104
12996510	-0.7551937
12996561	-0.703722
12996641	-0.6285467
12996721	-0.67275715
12996761	-0.67551994
12996801	-0.67756176
12996880	-0.6318321
12996920	-0.67426014
12996960	-0.67756176
12997000	-0.6798382
12997040	-0.72548294
12997080	-0.6817894
12997120	-0.6798382
12997160	-0.67756176
12997200	-0.63409615
12997240	-0.67756176
12997281	-0.65012836
12997320	-0.56919193
12997361	-0.57745934
12997400	-0.2110405
12997441	0.12199497
12997481	0.14815617
12997521	0.037083626
12997560	-0.42032242
12997601	-1.2118225
12997640	-1.6425724
12997681	-1.7457285
12997720	-1.6181479
12997761	-1.2353706
12997800	-1.0508432
12997841	-0.887475
12997880	-0.7542715
12997921	-0.7083597
12997960	-0.70191956
12998001	-0.6933956
12998046	-0.74991703
12998084	-0.7694073
12998128	-0.74800205
12998169	-0.72632027
12998210	-0.6485281
12998290	-0.69792557
12998331	-0.7561569
12998370	-1.0228357
12998411	-1.040679
12998450	-0.9835558
12998495	-0.94872093
12998538	-0.73287106
